nom;hippodrome;partants;victoires
J.A. RABIER;AGEN LA GARENNE;1;0
G. FOURNIGAULT;MONTLUCON;2;0
L. BEILEARD;MONTLUCON;1;0
PH. GAILLARD;MONTLUCON;1;0
B. CHAUVE-LAFFAY;MONTLUCON;3;0
P. CALLIER;MONTLUCON;1;0
AURELIEN DESMARRES;MONTLUCON;3;3
A. GAUDIN;MONTLUCON;2;0
ALEXIS LERENARD;MONTLUCON;2;0
J. CUOQ;MONTLUCON;1;0
PH. BEILEARD;MONTLUCON;1;0
B. RUET;MONTLUCON;3;0
P.J. CORDEAU;MONTLUCON;1;0
A. HUBERT;MONTLUCON;1;0
TH. RAFFIN;MONTLUCON;1;0
C. TRIBOLET;MONTLUCON;1;0
F.J. PELTIER;MONTLUCON;3;0
N. CINIER;NIMES;1;0
M. CINIER;NIMES;2;1
R. BOUVIER;NIMES;4;1
D. BEKAERT;NIMES;4;0
K. THONNERIEUX;NIMES;1;0
S. STEFANO;NIMES;3;0
NICOLAS GERMAIN LEFEVRE;NIMES;2;0
B. THOMAS;NIMES;2;0
TH. BRIAND;NIMES;3;1
G. TUGEND;NIMES;3;0
Y.A. BRIAND;NIMES;2;0
J.CH. FERON;NIMES;3;0
Q. CHAUVE-LAFFAY;NIMES;1;0
K. DEVIENNE;NIMES;3;0
M. GERGOUIL;NIMES;1;0
A. PRAT;NANCY-BRABOIS;2;0
PH. DAUGEARD;NANCY-BRABOIS;5;1
CH. MARTENS;NANCY-BRABOIS;9;4
MLLE C. CHASSAGNE;NANCY-BRABOIS;1;0
V. SEGUIN;NANCY-BRABOIS;3;0
A. CLERIN;NANCY-BRABOIS;2;0
A. GODART;NANCY-BRABOIS;1;0
S. FERRARA;NANCY-BRABOIS;1;0
A. VOISIN;NANCY-BRABOIS;2;0
R. FEELDERS;NANCY-BRABOIS;2;0
TH. BUSSET;NANCY-BRABOIS;2;0
TH. ROUSSEL;NANCY-BRABOIS;2;0
M. LEGROS;NANCY-BRABOIS;3;1
K. BUSNEL;NANCY-BRABOIS;6;0
N. D'HAENENS;NANCY-BRABOIS;4;0
L. LABBE;NANCY-BRABOIS;1;0
M. CHAMPENOIS;NANCY-BRABOIS;1;1
DAVID LEFEVRE;NANCY-BRABOIS;4;0
S. TRIBOURDEAU;NANCY-BRABOIS;1;0
G. LANNOO;NANCY-BRABOIS;2;0
T. DEPYPERE;NANCY-BRABOIS;2;0
A. LAURENT;NANCY-BRABOIS;3;1
C. LETOUZE;NANCY-BRABOIS;2;0
MARC MOES;NANCY-BRABOIS;2;0
MLLE M. NORBERG;NANCY-BRABOIS;1;0
M. LELIEVRE;NANCY-BRABOIS;1;0
E. ALLARD;NANCY-BRABOIS;2;0
LORIS BIZOUX;NANCY-BRABOIS;2;0
PH. DE MUNSTER;NANCY-BRABOIS;1;0
JEAN MAXIME LESNE;NANCY-BRABOIS;1;1
L. RIVENET;NANCY-BRABOIS;1;0
E. FREMIOT;NANCY-BRABOIS;1;0
J.M. BERTRAND;NANCY-BRABOIS;1;0
J.R. LEPERT;NANCY-BRABOIS;1;0
F. WASSELIN;NANCY-BRABOIS;1;0
A. MANTA;FEURS;1;0
CH. CARTET;FEURS;1;0
MLLE S. BLANCHETIERE;FEURS;2;0
PH. JEANNERET;FEURS;2;0
Q. FAIVRE;FEURS;1;0
H. LAKHRISSI;FEURS;4;1
D. BEKAERT;FEURS;25;3
A. ROZZONI;FEURS;4;0
M. ABRIVARD;FEURS;4;1
F. TUGEND;FEURS;3;0
G. FOURNIGAULT;FEURS;3;0
TH. BRIAND;FEURS;21;7
D. THOMAIN;FEURS;4;2
A. COLLETTE;FEURS;8;2
ALEXIS LERENARD;FEURS;6;0
J. CUOQ;FEURS;11;0
J.P. GAUVIN;FEURS;6;1
P. CALLIER;FEURS;22;0
H. CHAUVE-LAFFAY;FEURS;1;0
S. DELL'AQUILA;FEURS;1;0
TH.J. VIEL;FEURS;1;0
L. GOETZ;FEURS;3;0
M. MESSAGER;FEURS;3;0
J.PH. DUCHER;FEURS;4;1
L. GARCIA;FEURS;6;0
E. ALLARD;FEURS;2;0
CH. BOUTEILLER;FEURS;1;0
C. DERHAN;FEURS;1;0
MARTIN CORMY;FEURS;15;0
E. HENRY;LE CROISE LAROCHE;1;0
A. FAVRIS;LE CROISE LAROCHE;2;0
MLLE CH. DELAMARE;LE CROISE LAROCHE;1;0
M. LEBREC;LE CROISE LAROCHE;1;0
B. HARDY;LE CROISE LAROCHE;1;1
T. THURMES;LE CROISE LAROCHE;3;0
C.J. DE LEEUW;LE CROISE LAROCHE;1;0
V. MARTENS;LE CROISE LAROCHE;2;0
TH. ROUSSEL;LE CROISE LAROCHE;1;0
D. BROHIER;LE CROISE LAROCHE;5;0
A. DUPERCH;LE CROISE LAROCHE;1;0
MME M.K. DUVAL;LE CROISE LAROCHE;1;0
MLLE C. LEGRAIN;LE CROISE LAROCHE;1;0
MME R. MASSON;LE CROISE LAROCHE;1;0
N. PIERQUIN;LE CROISE LAROCHE;2;0
J. FERRON;LE CROISE LAROCHE;1;0
TH. LE MERRER;LE CROISE LAROCHE;1;0
V. BALEDENT;LE CROISE LAROCHE;1;0
S. OLIVIER;LE CROISE LAROCHE;1;0
L. GUINOISEAU;LE CROISE LAROCHE;2;0
T. CALO;LE CROISE LAROCHE;1;0
N. BAZIRE;LE CROISE LAROCHE;1;1
P. HILLEN;LE CROISE LAROCHE;1;0
MLLE D. BERCHER;LE CROISE LAROCHE;1;0
MME N. GODEY;LE CROISE LAROCHE;1;0
MME B. DEMOULIN;LE CROISE LAROCHE;1;0
A. DIBATISTA;LE CROISE LAROCHE;1;0
L. DE NEVE;LE CROISE LAROCHE;2;0
J. ROUX;LE CROISE LAROCHE;1;0
G. POREE;LE CROISE LAROCHE;1;0
R. MORRO PONS;LE CROISE LAROCHE;1;0
B. DE GRAEVE;LE CROISE LAROCHE;1;0
MME M. VER HULST;LE CROISE LAROCHE;4;0
J.G. VAN EECKHAUTE;VINCENNES;3;0
T. CALO;VINCENNES;1;0
J. CH. PITON;VINCENNES;1;0
F. TOUCHARD;VINCENNES;3;1
S. BIZEUL;VINCENNES;1;0
L. DE NEVE;VINCENNES;2;0
K. PHLYPO;VINCENNES;1;0
MLLE M. BEATO;VINCENNES;1;0
CH. SOUMILLON;VINCENNES;3;0
D. BONNE;CHATEAUBRIANT;2;0
A. ABRIVARD;CHATEAUBRIANT;3;0
A. MUIDEBLED;CHATEAUBRIANT;1;0
M. ABRIVARD;CHATEAUBRIANT;4;0
A. THOMAS;CHATEAUBRIANT;1;1
A. COLLETTE;CHATEAUBRIANT;6;0
A. BARRIER;CHATEAUBRIANT;4;0
CL. DUVALDESTIN;CHATEAUBRIANT;2;1
LEO ABRIVARD;CHATEAUBRIANT;1;0
B. ROCHARD;CHATEAUBRIANT;11;3
N. BAZIRE;CHATEAUBRIANT;1;0
M. MAIGNAN;CHATEAUBRIANT;4;0
E. RAFFIN;CHATEAUBRIANT;12;1
J.PH. MONCLIN;CHATEAUBRIANT;4;0
J.L.CL. DERSOIR;CHATEAUBRIANT;1;0
F. LE VERGER;CHATEAUBRIANT;1;0
S. ROCHER;CHATEAUBRIANT;1;0
J.F. HUGUES;CHATEAUBRIANT;1;0
MLLE M. TRIHOLLET;CHATEAUBRIANT;1;0
B. DEBRIS;CHATEAUBRIANT;1;0
A. SINENBERG;CHATEAUBRIANT;1;0
MME E. SOURICE;CHATEAUBRIANT;1;0
S. LABOUTIQUE;CHATEAUBRIANT;1;1
M. RAHAULT;CHATEAUBRIANT;1;0
MME K. GUILLON;CHATEAUBRIANT;1;0
D. GRIMAULT;CHATEAUBRIANT;1;0
MLLE A. RENAUDIN;CHATEAUBRIANT;1;0
A. RAFFIN;CHATEAUBRIANT;1;0
M. PRAT;CHATEAUBRIANT;1;0
J.PH. BAZIRE;CHATEAUBRIANT;1;0
MME P. CAVANIE;CHATEAUBRIANT;1;0
G. GILLOT;CHATEAUBRIANT;1;0
C. ENAULT;CHATEAUBRIANT;1;0
M. MOTTIER;CHATEAUBRIANT;4;1
D. BARANGER;CHATEAUBRIANT;1;0
B. ROBIN;CHATEAUBRIANT;1;0
F. NIVARD;CHATEAUBRIANT;5;0
F.P. BOSSUET;CHATEAUBRIANT;1;0
P. BELLOCHE;CHATEAUBRIANT;2;0
H. MONTHULE;CHATEAUBRIANT;2;0
TH. DROMIGNY;CHATEAUBRIANT;1;0
A. REBECHE;CHATEAUBRIANT;2;0
A. WIELS;CHATEAUBRIANT;6;2
P.EDOUARD MARY;CHATEAUBRIANT;1;0
L. GUINOISEAU;CHATEAUBRIANT;1;0
M. BARRE;CHATEAUBRIANT;2;0
R. GOUGEON;CHATEAUBRIANT;1;0
C. GOURGAND;CHATEAUBRIANT;1;1
G. GANNE;CHATEAUBRIANT;1;0
A. LENOIR;CHATEAUBRIANT;1;0
A. MARIE;CHATEAUBRIANT;1;0
H. TOUVAIS;CHATEAUBRIANT;1;0
L.M. DAVID;CHATEAUBRIANT;5;0
L. DELANOE;CHATEAUBRIANT;1;0
S. BOURLIER;CHATEAUBRIANT;1;0
E. LAMBERTZ;CHATEAUBRIANT;1;0
A. MALLET;CHATEAUBRIANT;1;0
F. JOSEPH;CHATEAUBRIANT;1;0
A. GENDROT;CHATEAUBRIANT;1;0
CL. FRECELLE;CHATEAUBRIANT;1;0
J. PLANCHARD;CHATEAUBRIANT;1;0
O. MERLE;LYON-PARILLY;3;0
N. BRUN;LYON-PARILLY;1;0
G. VIDAL;LYON-PARILLY;1;1
P.J. CORDEAU;LYON-PARILLY;1;0
J.PH. DUCHER;LYON-PARILLY;4;1
Y.A. BRIAND;LYON-PARILLY;5;0
L. GIRAUD;LYON-PARILLY;1;0
MME C. HUGUET;LYON-PARILLY;1;0
M. CORDEAU;LYON-PARILLY;1;0
K. BROSSARD;REIMS;2;0
J. DENISOT;REIMS;2;0
P. VERVA;REIMS;2;0
M. WEISS;REIMS;1;0
R. VILAULT;REIMS;3;1
ET. DELAUNAY;REIMS;2;0
A. JANNIER;REIMS;2;0
S. HARDY;REIMS;3;0
A. GENDROT;REIMS;8;4
T. OUVRIE;REIMS;2;0
L. BALU;REIMS;2;1
CL. DUVALDESTIN;REIMS;1;1
P.PH. PLOQUIN;REIMS;10;0
E. DE JESUS;REIMS;1;0
A. DUPERCHE;REIMS;2;0
MME A. PEROCHEAU;REIMS;1;0
E. CIVE;REIMS;2;0
G. PORZIO;REIMS;1;0
MME LILAS VIEL;REIMS;1;0
R. LAMY;REIMS;2;1
M. LELIEVRE;REIMS;1;0
CH. GALLIER;REIMS;1;0
E. ALLARD;REIMS;1;0
R.CH. LARUE;REIMS;1;0
MLLE C. CHASSAGNE;REIMS;1;0
J. TRAVERS;LAVAL;2;0
M. GILARD;LAVAL;2;0
F. JOSEPH;LAVAL;5;0
K. WESKA;LAVAL;1;0
V. FOUCAULT;LAVAL;2;0
H. SIONNEAU;LAVAL;1;0
J. LEHERICEY;LAVAL;1;0
CEDRIC TERRY;LAVAL;3;0
J.J. BELLEVEAUX;LAVAL;1;0
L.F. LARUE;LAVAL;1;0
J. PLANCHARD;LAVAL;1;0
S. BOURLIER;LAVAL;2;0
A. POPOT;LAVAL;1;0
E. GARNIER;LAVAL;1;0
J. LEBOUTEILLER;LAVAL;1;0
H.E. BONDO;LAVAL;1;0
J. RUAULTS;LAVAL;2;2
TH. LAMARE;LAVAL;1;0
E. BELLEI;VINCENNES;2;0
H.E. BONDO;VINCENNES;1;0
F. FERRERO;VINCENNES;1;0
C. FERRE;VINCENNES;1;0
J.F. SENET;BORELY;4;0
M. IONESCU;BORELY;1;0
CH. BOUTEILLER;BORELY;3;0
V. LUONGO;BORELY;2;0
R. PEZZATINI;BORELY;1;0
MME A. TESSIER;LA CEPIERE;1;0
S. ROGER;LA CEPIERE;4;0
N. ROUSSEAU;LA CEPIERE;4;0
N. MATHIAS;LA CEPIERE;1;0
K. AIT OUAKLI;LA CEPIERE;2;0
AURELIEN DESMARRES;LA CEPIERE;2;0
K. BUSNEL;LA CEPIERE;3;0
C. LETOUZE;CAEN;2;0
CL. CHABRUN;CAEN;1;0
P. COURVAL;CAEN;1;0
K. DAVID;CAEN;4;0
A. JANNIER;CAEN;1;0
G. LEMAITRE;CAEN;1;0
LEO BLAVETTE;CAEN;1;0
MLLE E. VALLETTE;CAEN;1;0
CL. CIMAROSTI;CAEN;1;0
P. BEASSE;CAEN;2;0
MLLE NOEMIE HARDY;CAEN;2;0
P. HILLEN;CAEN;1;0
D. BERTRAND;CAEN;1;0
TH. DROMIGNY;CAEN;1;0
D.F. GAUDIN;CAEN;1;0
X. BARROIS;CAEN;2;0
PH. TERNISIEN;CAEN;2;0
NICOLAS GERMAIN LEFEVRE;HYERES;14;0
MLLE J. OHANESSIAN;HYERES;3;0
J.F. VAN DOOYEWEERD;HYERES;6;2
CH. BOUTEILLER;HYERES;2;0
K. DEVIENNE;HYERES;13;1
J.P. GAUVIN;HYERES;5;1
L. FRESNEAU;HYERES;6;1
J.M. LESAINT;HYERES;4;0
G. CAPORGNO;HYERES;1;0
F. YVANES;HYERES;4;0
H. LAKHRISSI;HYERES;2;0
LOUIS LAHOUCINE;AMIENS;3;0
F. DUCROCQ;AMIENS;1;0
G. PORZIO;AMIENS;2;0
L. GABORIT;AMIENS;1;0
F. LAGADEUC;AMIENS;2;0
J. GOSSELIN;AMIENS;3;0
LORIS BIZOUX;AMIENS;2;0
MLLE D. BESSE;AMIENS;1;0
A. FAVRAY;AMIENS;1;0
R. PROST-BOUCLE;AMIENS;1;0
G. GILARD;AMIENS;1;0
Q. MICHEL;AMIENS;6;1
MME M.K. DUVAL;AMIENS;1;0
MLLE THAIS PELTIER;AMIENS;1;0
ANDREA ROUSSEL;AMIENS;2;0
L. CUEFF;AMIENS;4;0
R. VILAULT;AMIENS;3;1
J. BORDAS;AMIENS;2;0
A. ROUSSEAU;AMIENS;1;0
F. NEIRINCK;AMIENS;1;0
B. BEAUCAMP;AMIENS;2;0
L. GELORMINI;AMIENS;1;0
G. CELIS;AMIENS;3;0
CH. HESLOUIN;AMIENS;2;0
R. HUE;AMIENS;1;0
A. PEREIRA;AMIENS;1;0
TH. DUVALDESTIN;AMIENS;1;1
G. DESPREZ;AMIENS;2;0
I. KROUCHI;AMIENS;1;0
P. BOUGON BOUGEARD;AMIENS;1;0
L. LHOTE;AMIENS;1;0
A. NEIRINCK;AMIENS;3;0
J. LAROCCA;AMIENS;1;1
F. ROBIN;AMIENS;1;0
J.Y. DESCAMPS;AMIENS;2;0
J. CLYNCKE;AMIENS;1;0
F.M. ROUSSEL;AMIENS;1;0
A. MONNIER;AMIENS;1;0
V. HENON;AMIENS;1;0
L. MITRASSOF;AMIENS;1;0
R. CAREL;CHARTRES;1;0
L. LEFRANCOIS;CHARTRES;1;0
MME B. GUENET;CHARTRES;1;0
TH. MARTIN;CHARTRES;1;0
MLLE CH. MARCILLE;CHARTRES;1;0
O. FONTES DE AGUIAR;CHARTRES;1;0
MLLE E. GOETZ;CHARTRES;2;0
P. GARREAU;CHARTRES;1;0
MLLE EMILIE DUPERCHE;CHARTRES;1;1
H. JOUAULT;CHARTRES;1;0
S. GILLES;CHARTRES;1;0
M. LEMERCIER;CHARTRES;1;0
D. BERTRAND;CHARTRES;2;0
MLLE CL. LELIEVRE;CHARTRES;2;0
W. BIGEON;CHARTRES;2;0
CL. THOMAIN;CHARTRES;2;1
CH. MARTENS;CHARTRES;2;0
W. SOUCHET;CHARTRES;3;0
S. ROGER;CHARTRES;4;0
F. GIARD;CHARTRES;2;1
A. COLLETTE;CHARTRES;10;1
G. CHAVATTE;CHARTRES;1;0
A. DE JESUS;CHARTRES;2;0
N. ROUSSEAU;CHARTRES;1;0
TH. VOLCKAERT;CHARTRES;1;0
D. ARMELLINI;CHARTRES;1;0
C. ENAULT;CHARTRES;1;0
H. MOREL;CHARTRES;1;0
L. BAUDOUIN;CHARTRES;2;0
MME A. BOURGOIN;CHARTRES;4;1
J. MELIS MACIAS;CHARTRES;1;0
J.ET. LE BEC;CHARTRES;1;0
G. GANNE;CHARTRES;1;0
A. TRINQUART;CHARTRES;1;0
A. LAURENT;CHARTRES;2;0
D. BLOND;CHARTRES;2;0
L. PELTIER;CHARTRES;1;0
ET. LEFRANC;CHARTRES;2;0
E. CIVE;CHARTRES;2;0
N. MARTINEAU;CHARTRES;5;1
G. PORZIO;CHARTRES;2;0
B. HARDY;CHARTRES;1;0
J.PH. MARY;CHARTRES;1;0
P. CHEVRIER;CHARTRES;1;0
J.G. VAN EECKHAUTE;LE TOUQUET;1;0
P.Y. VERVA;LE TOUQUET;1;0
L. BAUDRON;LE TOUQUET;1;0
A. GARANDEAU;LE TOUQUET;1;0
P.PH. PLOQUIN;LE TOUQUET;1;0
T. BEAUVAIS;LE TOUQUET;1;0
M. VERVA;LE TOUQUET;1;0
THEO DUVALDESTIN;LE TOUQUET;1;1
LAURENT VERVA;LE TOUQUET;1;0
J.R. DECLERCQ;LE TOUQUET;1;0
E. HERBEAU;LE TOUQUET;1;0
L.M. DAVID;LE TOUQUET;1;0
M. BEZIER;LE TOUQUET;1;0
B. BLACHET;LE TOUQUET;1;0
A.G. MAILLARD;LE TOUQUET;1;0
E. DE JESUS;LE TOUQUET;1;0
P. REPICHET;LYON-PARILLY;5;0
J.CH. FERON;LYON-PARILLY;4;1
L. GOETZ;LYON-PARILLY;2;0
J. VANMEERBECK;LYON-PARILLY;3;0
Y. LAVIGNE;LYON-PARILLY;1;0
M. GOETZ;LYON-PARILLY;2;0
M. LAFFAY;LYON-PARILLY;1;0
H. SOREL;LYON-PARILLY;3;1
M. WEISS;LYON-PARILLY;2;0
L. PACIFICO;LYON-PARILLY;1;0
A. MEURANT;LYON-PARILLY;2;0
E. SALMON;CASTILLONNES;1;0
M. GRASSET;CASTILLONNES;1;0
R. DEBUE;CASTILLONNES;1;0
F. CLOZIER;CASTILLONNES;1;0
ET. CLOZIER;CASTILLONNES;1;0
TH. DUCOS;CASTILLONNES;1;0
A. BOURGOIN-TIMBERT;CASTILLONNES;1;0
MME LANA HENRY;CASTILLONNES;1;1
P. GESRET;CASTILLONNES;1;0
P. GERAY;CASTILLONNES;1;0
CH. FEYTE;CASTILLONNES;1;0
MME T. MATHIAS-MAISONNETTE;CASTILLONNES;1;0
M.J. RUAULT;CASTILLONNES;1;0
A. MILLET;CASTILLONNES;1;0
PIERRICK LE MOEL;ORAISON;1;0
Y.A. BRIAND;ORAISON;2;0
N. JULIEN;ORAISON;2;0
C. TOUSSAINT;ORAISON;1;0
ST. CORBIN;ORAISON;1;0
D. CINIER;ORAISON;2;0
J.CH. SOREL;ORAISON;1;0
J.P. GAUVIN;ORAISON;2;0
ALEXIS LERENARD;ORAISON;1;1
N. RAIMBEAUX;CHATELAILLON;1;0
B. LE BELLER;CHATELAILLON;3;1
M. CHAMPENOIS;CHATELAILLON;6;0
E. CREPEAU;CHATELAILLON;2;0
G. COGNE;CHATELAILLON;1;0
A. MARION;CHATELAILLON;2;0
J. DUBOIS;CHATELAILLON;2;0
A.A. CHAVATTE;CHATELAILLON;3;1
J. SEVIN;CHATELAILLON;2;0
Y.J. LE BEZVOET;CHATELAILLON;1;0
P.L. DESAUNETTE;CHATELAILLON;2;0
B. DE FOLLEVILLE;CHATELAILLON;3;0
MLLE S. AUVRAI;CHATELAILLON;1;0
R. GONCET;CHATELAILLON;1;0
E.M. FOURNIER;CHATELAILLON;1;0
TH. CONSTANS;CHATELAILLON;2;0
M. DAOUGABEL;CHATELAILLON;1;0
O. TOUVAIS;CHATELAILLON;2;1
J.J. DELHAL;CHATELAILLON;1;0
K. CHAMPENOIS;CHATELAILLON;3;0
A. HONORE;CHATELAILLON;1;0
S. GOUGEON;CHATELAILLON;2;0
J.M. BREHARD;CHATELAILLON;1;0
J.CL. HALLAIS;CHATELAILLON;1;0
E.G. BLOT;LE MONT SAINT MICHEL;1;0
D.F. GAUDIN;LE MONT SAINT MICHEL;2;0
P. BUHIGNE;LE MONT SAINT MICHEL;2;0
V. SEGUIN;LE MONT SAINT MICHEL;5;2
G. GILLOT;LE MONT SAINT MICHEL;3;0
F. BLANDIN;LE MONT SAINT MICHEL;2;0
M. VAUDOIT;LE MONT SAINT MICHEL;5;0
A. LAMY;LE MONT SAINT MICHEL;6;1
J.F. POPOT;LE MONT SAINT MICHEL;1;0
F. PICOT;LE MONT SAINT MICHEL;2;0
MLLE NOEMIE HARDY;LE MONT SAINT MICHEL;2;0
TH. GOUJON;LE MONT SAINT MICHEL;2;0
J. GRANDIN;LE MONT SAINT MICHEL;3;1
V. POUPIOT;LE MONT SAINT MICHEL;1;0
MLLE E. PRIVAT;LE MONT SAINT MICHEL;2;0
S. ERNAULT;LE MONT SAINT MICHEL;14;1
D. HEON;LE MONT SAINT MICHEL;4;0
G. GERVAIS;LE MONT SAINT MICHEL;1;1
L. LHOTE;LE MONT SAINT MICHEL;2;0
P. COURVAL;LE MONT SAINT MICHEL;2;0
R. BLACHET;LE MONT SAINT MICHEL;2;0
MLLE D. BESSE;LE MONT SAINT MICHEL;1;0
MME G.E. DOUILLARD;LE MONT SAINT MICHEL;1;0
TH. ROULLIER;LE MONT SAINT MICHEL;1;0
MATHEO DUVAL;LE MONT SAINT MICHEL;1;0
P. BEASSE;LE MONT SAINT MICHEL;3;0
L. GUENET;LE MONT SAINT MICHEL;2;0
J.J. BELLEVEAUX;LE MONT SAINT MICHEL;1;0
J. LAISIS;LE MONT SAINT MICHEL;1;0
R. HERNOT;LE MONT SAINT MICHEL;1;0
K. BROSSARD;LE MONT SAINT MICHEL;3;0
R. DEMAS;LE MONT SAINT MICHEL;1;0
E. BARE;LE MONT SAINT MICHEL;1;0
X. BARROIS;LE MONT SAINT MICHEL;1;0
A. CHERADAME;LE MONT SAINT MICHEL;2;0
V. FIGUEROA PAZ;LE MONT SAINT MICHEL;1;0
J.B. DAGORN;LE MONT SAINT MICHEL;1;0
D. TRAVERT;LE MONT SAINT MICHEL;1;0
S. GOHIER;LE MONT SAINT MICHEL;1;0
J. POUTREL;LE MONT SAINT MICHEL;1;0
N. PACHA;CHOLET;9;0
J.PH. MONCLIN;CHOLET;6;1
P. BELLOCHE;CHOLET;3;0
B. ROBIN;CHOLET;1;0
M. MOTTIER;CHOLET;5;1
E. DE JESUS;CHOLET;5;1
L. BAUDRON;CHOLET;1;0
M. POTIER;CHOLET;2;0
N. MARTINEAU;CHOLET;1;0
G. JOUVE;CHOLET;2;0
L. BALU;CHOLET;2;1
O. RAFFIN;CHOLET;2;0
B. LE BELLER;CHOLET;1;0
A. LAMY;CHOLET;3;0
F. GENCE;CHOLET;1;0
J.J. BELLEVEAUX;CHOLET;2;0
ARNAUD DESMOTTES;CHOLET;1;0
S. POILANE;CHOLET;2;0
R. JOLY;CHOLET;1;0
T. OUVRIE;CHOLET;4;1
S. GAZON;CHOLET;1;0
E. CREPEAU;CHOLET;1;0
P. PELLEROT;CHOLET;3;0
R. HUE;CHOLET;1;0
B. DESLANDES;CHOLET;1;0
A. FAVRIS;CHOLET;1;0
R. LAMY;CHOLET;1;0
A. PILLON;CHOLET;1;0
J. VAN DEN PUTTE JR.;CHOLET;1;0
A.J. DAVID;CHOLET;1;0
M. BEAUVAIS;CHOLET;1;0
TH. RAFFIN;CHOLET;1;0
MLLE NOEMIE HARDY;CHOLET;1;0
T. COMPAS;CHOLET;1;0
CL. THOMAIN;ENGHIEN;3;0
A. DE JESUS;ENGHIEN;1;0
L.M. DAVID;ENGHIEN;6;0
M. BROUWER;ENGHIEN;3;0
ANTOINE TRIHOLLET;ENGHIEN;1;0
J. RUAULTS;ENGHIEN;1;0
J.G. VAN EECKHAUTE;ENGHIEN;5;0
B. THIENNE;ENGHIEN;1;0
LOUIS LAHOUCINE;ENGHIEN;1;0
MLLE THAIS PELTIER;ENGHIEN;1;0
R. PROST-BOUCLE;ENGHIEN;1;0
J. MINEE;ENGHIEN;1;0
J. MAILLARD;ENGHIEN;2;0
A. VELANY;ENGHIEN;1;0
N. ROUSSEAU;ENGHIEN;1;0
N. PICARD;ENGHIEN;2;0
M. MAIGNAN;ENGHIEN;2;0
B. ROUER;ENGHIEN;1;0
Q.B. VERNEUIL;ENGHIEN;1;0
TH. LEVASSEUR;ENGHIEN;2;0
P. GARREAU;ENGHIEN;1;0
M. ROTHENGATTER;LE CROISE LAROCHE;2;0
B. BLACHET;LE CROISE LAROCHE;1;0
LORIS BIZOUX;LE CROISE LAROCHE;5;0
C. RAIMBAUD;LE CROISE LAROCHE;2;0
R. DE FEYTER;LE CROISE LAROCHE;1;0
A. BLOYET;LE CROISE LAROCHE;2;0
J.R. DECLERCQ;LE CROISE LAROCHE;4;0
L. MITRASSOF;LE CROISE LAROCHE;1;0
R. RUCINSKI;LE CROISE LAROCHE;1;0
F. ROBIN;LE CROISE LAROCHE;1;0
B. KAMECHE;LE CROISE LAROCHE;1;0
MLLE L. MATHIEU PAVARD;LE CROISE LAROCHE;1;1
J. BRUNEAU;GRAIGNES;3;0
F. ROUSSEL;GRAIGNES;1;0
S. HARDY;GRAIGNES;1;0
V. SEGUIN;GRAIGNES;3;0
M. MONACO;GRAIGNES;6;0
A. ANGOT;GRAIGNES;1;0
M. LENDERS;GRAIGNES;1;0
T. BEAUVAIS;GRAIGNES;5;0
A.J. DAVID;GRAIGNES;1;0
G. MOINON;GRAIGNES;1;0
S. DIEUDONNE;GRAIGNES;1;0
M. DELORME;GRAIGNES;1;0
A. BARRIER;GRAIGNES;1;1
P.CH. JEAN;GRAIGNES;2;0
TH. CHALON;GRAIGNES;1;1
TH. BEAUCHENE;GRAIGNES;4;0
M. BARRE;VINCENNES;1;0
M. CORDEAU;VINCENNES;5;1
E. DAL GRANDE;VINCENNES;1;0
G. SELLIER;VINCENNES;1;0
MLLE J.M. ABRIVARD;VINCENNES;2;0
B. SCHWARTZ;VINCENNES;2;0
G.M. BERNIER;LAVAL;1;0
D. LOCQUENEUX;LAVAL;2;0
P.PH. PLOQUIN;LAVAL;14;1
H. MONTHULE;LAVAL;2;1
G. BAUDOUIN;LAVAL;2;0
A. CHERADAME;LAVAL;1;0
M. DUDOUIT;LAVAL;2;0
CH. BOUTET;LAVAL;1;0
S. TRIBOURDEAU;LAVAL;1;0
J.ET. ABRIVARD;LAVAL;5;0
CH. MANEGAT;LAVAL;1;0
J.L.CL. DERSOIR;LAVAL;1;0
S. DESMARRES;LAVAL;1;0
F. BOUDET;LAVAL;6;0
J. GASTINEAU;LAVAL;1;0
D. BROSSARD;BEAUMONT DE LOMAGNE;2;0
E. LAMY;BEAUMONT DE LOMAGNE;1;0
P.J. CORDEAU;BEAUMONT DE LOMAGNE;3;0
V. FOUCAULT;BEAUMONT DE LOMAGNE;3;0
F. CORBINEAU;BEAUMONT DE LOMAGNE;2;0
G. GELORMINI;BEAUMONT DE LOMAGNE;3;0
M. ABRIVARD;BEAUMONT DE LOMAGNE;4;2
Y. LACOMBE;BEAUMONT DE LOMAGNE;8;0
J.PH. DUCHER;BEAUMONT DE LOMAGNE;1;0
B. GOETZ;BEAUMONT DE LOMAGNE;6;1
B. VANACKER;BEAUMONT DE LOMAGNE;7;0
M. TIJOU;BEAUMONT DE LOMAGNE;3;0
R. WESTERINK;BEAUMONT DE LOMAGNE;1;0
L. LALANDE;BEAUMONT DE LOMAGNE;1;0
J.M. LOURTET;BEAUMONT DE LOMAGNE;1;0
MARTIAL GAUVIN;BORELY;2;0
J. CHAUVIN;BORELY;2;0
MLLE S. OYER;BORELY;2;1
E. DAL GRANDE;BORELY;1;0
TH. CLAIRET;BORELY;1;0
A. MAZZU;BORELY;3;0
TH. RAFFIN;SAINT BRIEUC;2;0
